Time(sec)	Level	Setpoint	%Valve Output	Temp.	Setpoint	%Power to Heater
612.20	 18.20	  5.00	 54.00	 31.48	 30.00	 30.00
612.30	 18.20	  5.00	 54.00	 31.48	 30.00	 30.00
612.40	 18.20	  5.00	 54.00	 31.47	 30.00	 30.00
612.50	 18.20	  5.00	 54.00	 31.46	 30.00	 30.00
612.60	 18.20	  5.00	 54.00	 31.46	 30.00	 30.00
612.70	 18.19	  5.00	 54.00	 31.45	 30.00	 30.00
612.80	 18.19	  5.00	 54.00	 31.45	 30.00	 30.00
612.90	 18.19	  5.00	 54.00	 31.45	 30.00	 30.00
613.00	 18.19	  5.00	 54.00	 31.44	 30.00	 30.00
613.10	 18.18	  5.00	 54.00	 31.44	 30.00	 30.00
613.20	 18.18	  5.00	 54.00	 31.44	 30.00	 30.00
613.30	 18.18	  5.00	 54.00	 31.44	 30.00	 30.00
613.40	 18.17	  5.00	 54.00	 31.42	 30.00	 30.00
613.50	 18.16	  5.00	 54.00	 31.43	 30.00	 30.00
613.60	 18.16	  5.00	 54.00	 31.41	 30.00	 30.00
613.70	 18.14	  5.00	 54.00	 31.42	 30.00	 30.00
613.80	 18.13	  5.00	 54.00	 31.43	 30.00	 30.00
613.90	 18.12	  5.00	 54.00	 31.43	 30.00	 30.00
614.00	 18.11	  5.00	 54.00	 31.44	 30.00	 30.00
614.10	 18.09	  5.00	 54.00	 31.43	 30.00	 30.00
614.20	 18.08	  5.00	 54.00	 31.46	 30.00	 30.00
614.30	 18.06	  5.00	 54.00	 31.46	 30.00	 30.00
614.40	 18.04	  5.00	 54.00	 31.48	 30.00	 30.00
614.50	 18.03	  5.00	 54.00	 31.49	 30.00	 30.00
614.60	 18.01	  5.00	 54.00	 31.48	 30.00	 30.00
614.70	 18.00	  5.00	 54.00	 31.47	 30.00	 30.00
614.80	 17.98	  5.00	 54.00	 31.48	 30.00	 30.00
614.90	 17.96	  5.00	 54.00	 31.49	 30.00	 30.00
615.00	 17.95	  5.00	 54.00	 31.45	 30.00	 30.00
615.10	 17.93	  5.00	 54.00	 31.41	 30.00	 30.00
615.20	 17.92	  5.00	 54.00	 31.41	 30.00	 30.00
615.30	 17.90	  5.00	 54.00	 31.41	 30.00	 30.00
615.40	 17.89	  5.00	 54.00	 31.42	 30.00	 30.00
615.50	 17.88	  5.00	 54.00	 31.41	 30.00	 30.00
615.60	 17.87	  5.00	 54.00	 31.44	 30.00	 30.00
615.70	 17.86	  5.00	 54.00	 31.44	 30.00	 30.00
615.80	 17.85	  5.00	 54.00	 31.44	 30.00	 30.00
615.90	 17.84	  5.00	 54.00	 31.47	 30.00	 30.00
616.00	 17.83	  5.00	 54.00	 31.49	 30.00	 30.00
616.10	 17.83	  5.00	 54.00	 31.49	 30.00	 30.00
616.20	 17.82	  5.00	 54.00	 31.46	 30.00	 30.00
616.30	 17.82	  5.00	 54.00	 31.43	 30.00	 30.00
616.40	 17.81	  5.00	 54.00	 31.45	 30.00	 30.00
616.50	 17.80	  5.00	 54.00	 31.45	 30.00	 30.00
616.60	 17.79	  5.00	 54.00	 31.46	 30.00	 30.00
616.70	 17.78	  5.00	 54.00	 31.47	 30.00	 30.00
616.80	 17.78	  5.00	 54.00	 31.44	 30.00	 30.00
616.90	 17.77	  5.00	 54.00	 31.43	 30.00	 30.00
617.00	 17.77	  5.00	 54.00	 31.49	 30.00	 30.00
617.10	 17.76	  5.00	 54.00	 31.53	 30.00	 30.00
617.20	 17.75	  5.00	 54.00	 31.52	 30.00	 30.00
617.30	 17.75	  5.00	 54.00	 31.52	 30.00	 30.00
617.40	 17.74	  5.00	 54.00	 31.54	 30.00	 30.00
617.50	 17.73	  5.00	 54.00	 31.53	 30.00	 30.00
617.60	 17.72	  5.00	 54.00	 31.53	 30.00	 30.00
617.70	 17.71	  5.00	 54.00	 31.53	 30.00	 30.00
617.80	 17.70	  5.00	 54.00	 31.52	 30.00	 30.00
617.90	 17.70	  5.00	 54.00	 31.50	 30.00	 30.00
618.00	 17.69	  5.00	 54.00	 31.47	 30.00	 30.00
618.10	 17.68	  5.00	 54.00	 31.47	 30.00	 30.00
618.20	 17.67	  5.00	 54.00	 31.48	 30.00	 30.00
618.30	 17.67	  5.00	 54.00	 31.50	 30.00	 30.00
618.40	 17.66	  5.00	 54.00	 31.49	 30.00	 30.00
618.50	 17.66	  5.00	 54.00	 31.47	 30.00	 30.00
618.60	 17.65	  5.00	 54.00	 31.47	 30.00	 30.00
618.70	 17.65	  5.00	 54.00	 31.47	 30.00	 30.00
618.80	 17.65	  5.00	 54.00	 31.50	 30.00	 30.00
618.90	 17.64	  5.00	 54.00	 31.50	 30.00	 40.00
619.00	 17.64	  5.00	 54.00	 31.47	 30.00	 40.00
619.10	 17.63	  5.00	 54.00	 31.47	 30.00	 40.00
619.20	 17.62	  5.00	 54.00	 31.46	 30.00	 40.00
619.30	 17.62	  5.00	 54.00	 31.49	 30.00	 40.00
619.40	 17.62	  5.00	 54.00	 31.49	 30.00	 40.00
619.50	 17.62	  5.00	 54.00	 31.49	 30.00	 40.00
619.60	 17.61	  5.00	 54.00	 31.49	 30.00	 40.00
619.70	 17.61	  5.00	 54.00	 31.49	 30.00	 40.00
619.80	 17.61	  5.00	 54.00	 31.48	 30.00	 40.00
619.90	 17.61	  5.00	 54.00	 31.48	 30.00	 40.00
620.00	 17.60	  5.00	 54.00	 31.47	 30.00	 40.00
620.10	 17.60	  5.00	 54.00	 31.47	 30.00	 40.00
620.20	 17.60	  5.00	 54.00	 31.47	 30.00	 40.00
620.30	 17.60	  5.00	 54.00	 31.47	 30.00	 40.00
620.40	 17.60	  5.00	 54.00	 31.47	 30.00	 40.00
620.50	 17.60	  5.00	 54.00	 31.48	 30.00	 40.00
620.60	 17.60	  5.00	 54.00	 31.49	 30.00	 40.00
620.70	 17.59	  5.00	 54.00	 31.49	 30.00	 40.00
620.80	 17.59	  5.00	 54.00	 31.48	 30.00	 40.00
620.90	 17.59	  5.00	 54.00	 31.49	 30.00	 40.00
621.00	 17.59	  5.00	 54.00	 31.52	 30.00	 40.00
621.10	 17.58	  5.00	 54.00	 31.53	 30.00	 40.00
621.20	 17.58	  5.00	 54.00	 31.54	 30.00	 40.00
621.30	 17.57	  5.00	 54.00	 31.51	 30.00	 40.00
621.40	 17.57	  5.00	 54.00	 31.51	 30.00	 40.00
621.50	 17.56	  5.00	 54.00	 31.54	 30.00	 40.00
621.60	 17.55	  5.00	 54.00	 31.53	 30.00	 40.00
621.70	 17.54	  5.00	 54.00	 31.53	 30.00	 40.00
621.80	 17.53	  5.00	 54.00	 31.56	 30.00	 40.00
621.90	 17.52	  5.00	 54.00	 31.56	 30.00	 40.00
622.00	 17.51	  5.00	 54.00	 31.56	 30.00	 40.00
622.10	 17.49	  5.00	 54.00	 31.56	 30.00	 40.00
622.20	 17.46	  5.00	 54.00	 31.57	 30.00	 40.00
622.30	 17.44	  5.00	 54.00	 31.56	 30.00	 40.00
622.40	 17.42	  5.00	 54.00	 31.57	 30.00	 40.00
622.50	 17.40	  5.00	 54.00	 31.56	 30.00	 40.00
622.60	 17.38	  5.00	 54.00	 31.54	 30.00	 40.00
622.70	 17.37	  5.00	 54.00	 31.54	 30.00	 40.00
622.80	 17.35	  5.00	 54.00	 31.54	 30.00	 40.00
622.90	 17.33	  5.00	 54.00	 31.53	 30.00	 40.00
623.00	 17.32	  5.00	 54.00	 31.51	 30.00	 40.00
623.10	 17.30	  5.00	 54.00	 31.54	 30.00	 40.00
623.20	 17.29	  5.00	 54.00	 31.54	 30.00	 40.00
623.30	 17.28	  5.00	 54.00	 31.54	 30.00	 40.00
623.40	 17.27	  5.00	 54.00	 31.54	 30.00	 40.00
623.50	 17.25	  5.00	 54.00	 31.51	 30.00	 40.00
623.60	 17.24	  5.00	 54.00	 31.53	 30.00	 40.00
623.70	 17.23	  5.00	 54.00	 31.51	 30.00	 40.00
623.80	 17.22	  5.00	 54.00	 31.50	 30.00	 40.00
623.90	 17.22	  5.00	 54.00	 31.48	 30.00	 40.00
624.00	 17.21	  5.00	 54.00	 31.49	 30.00	 40.00
624.10	 17.22	  5.00	 54.00	 31.48	 30.00	 40.00
624.20	 17.22	  5.00	 54.00	 31.49	 30.00	 40.00
624.30	 17.23	  5.00	 54.00	 31.49	 30.00	 40.00
624.40	 17.23	  5.00	 54.00	 31.49	 30.00	 40.00
624.50	 17.23	  5.00	 54.00	 31.50	 30.00	 40.00
624.60	 17.23	  5.00	 54.00	 31.52	 30.00	 40.00
624.70	 17.23	  5.00	 54.00	 31.51	 30.00	 40.00
624.80	 17.23	  5.00	 54.00	 31.52	 30.00	 40.00
624.90	 17.23	  5.00	 54.00	 31.53	 30.00	 40.00
625.00	 17.23	  5.00	 54.00	 31.52	 30.00	 40.00
625.10	 17.23	  5.00	 54.00	 31.50	 30.00	 40.00
625.20	 17.23	  5.00	 54.00	 31.51	 30.00	 40.00
625.30	 17.23	  5.00	 54.00	 31.51	 30.00	 40.00
625.40	 17.23	  5.00	 54.00	 31.52	 30.00	 40.00
625.50	 17.23	  5.00	 54.00	 31.52	 30.00	 40.00
625.60	 17.23	  5.00	 54.00	 31.51	 30.00	 40.00
625.70	 17.23	  5.00	 54.00	 31.53	 30.00	 40.00
625.80	 17.23	  5.00	 54.00	 31.52	 30.00	 40.00
625.90	 17.23	  5.00	 54.00	 31.54	 30.00	 40.00
626.00	 17.23	  5.00	 54.00	 31.54	 30.00	 40.00
626.10	 17.22	  5.00	 54.00	 31.54	 30.00	 40.00
626.20	 17.22	  5.00	 54.00	 31.53	 30.00	 40.00
626.30	 17.22	  5.00	 54.00	 31.53	 30.00	 40.00
626.40	 17.22	  5.00	 54.00	 31.53	 30.00	 40.00
626.50	 17.22	  5.00	 54.00	 31.53	 30.00	 40.00
626.60	 17.22	  5.00	 54.00	 31.53	 30.00	 40.00
626.70	 17.22	  5.00	 54.00	 31.53	 30.00	 40.00
626.80	 17.22	  5.00	 54.00	 31.52	 30.00	 40.00
626.90	 17.22	  5.00	 54.00	 31.52	 30.00	 40.00
627.00	 17.22	  5.00	 54.00	 31.53	 30.00	 40.00
627.10	 17.22	  5.00	 54.00	 31.52	 30.00	 40.00
627.20	 17.22	  5.00	 54.00	 31.51	 30.00	 40.00
627.30	 17.22	  5.00	 54.00	 31.50	 30.00	 40.00
627.40	 17.22	  5.00	 54.00	 31.51	 30.00	 40.00
627.50	 17.22	  5.00	 54.00	 31.51	 30.00	 40.00
627.60	 17.22	  5.00	 54.00	 31.52	 30.00	 40.00
627.70	 17.22	  5.00	 54.00	 31.50	 30.00	 40.00
627.80	 17.22	  5.00	 54.00	 31.50	 30.00	 40.00
627.90	 17.22	  5.00	 54.00	 31.49	 30.00	 40.00
628.00	 17.22	  5.00	 54.00	 31.50	 30.00	 40.00
628.10	 17.22	  5.00	 54.00	 31.50	 30.00	 40.00
628.20	 17.22	  5.00	 54.00	 31.51	 30.00	 40.00
628.30	 17.22	  5.00	 54.00	 31.50	 30.00	 40.00
628.40	 17.21	  5.00	 54.00	 31.55	 30.00	 40.00
628.50	 17.21	  5.00	 54.00	 31.55	 30.00	 40.00
628.60	 17.21	  5.00	 54.00	 31.55	 30.00	 40.00
628.70	 17.21	  5.00	 54.00	 31.55	 30.00	 40.00
628.80	 17.21	  5.00	 54.00	 31.54	 30.00	 40.00
628.90	 17.21	  5.00	 54.00	 31.54	 30.00	 40.00
629.00	 17.21	  5.00	 54.00	 31.56	 30.00	 40.00
629.10	 17.21	  5.00	 54.00	 31.57	 30.00	 40.00
629.20	 17.21	  5.00	 54.00	 31.57	 30.00	 40.00
629.30	 17.21	  5.00	 54.00	 31.58	 30.00	 40.00
629.40	 17.21	  5.00	 54.00	 31.56	 30.00	 40.00
629.50	 17.21	  5.00	 54.00	 31.56	 30.00	 40.00
629.60	 17.21	  5.00	 54.00	 31.56	 30.00	 40.00
629.70	 17.21	  5.00	 54.00	 31.61	 30.00	 40.00
629.80	 17.20	  5.00	 54.00	 31.62	 30.00	 40.00
629.90	 17.20	  5.00	 54.00	 31.63	 30.00	 40.00
630.00	 17.20	  5.00	 54.00	 31.62	 30.00	 40.00
630.10	 17.20	  5.00	 54.00	 31.66	 30.00	 40.00
630.20	 17.20	  5.00	 54.00	 31.66	 30.00	 40.00
630.30	 17.19	  5.00	 54.00	 31.66	 30.00	 40.00
630.40	 17.19	  5.00	 54.00	 31.61	 30.00	 40.00
630.50	 17.19	  5.00	 54.00	 31.61	 30.00	 40.00
630.60	 17.18	  5.00	 54.00	 31.61	 30.00	 40.00
630.70	 17.18	  5.00	 54.00	 31.59	 30.00	 40.00
630.80	 17.18	  5.00	 54.00	 31.60	 30.00	 40.00
630.90	 17.17	  5.00	 54.00	 31.59	 30.00	 40.00
631.00	 17.16	  5.00	 54.00	 31.57	 30.00	 40.00
631.10	 17.15	  5.00	 54.00	 31.56	 30.00	 40.00
631.20	 17.14	  5.00	 54.00	 31.56	 30.00	 40.00
631.30	 17.13	  5.00	 54.00	 31.56	 30.00	 40.00
631.40	 17.12	  5.00	 54.00	 31.56	 30.00	 40.00
631.50	 17.11	  5.00	 54.00	 31.56	 30.00	 40.00
631.60	 17.09	  5.00	 54.00	 31.55	 30.00	 40.00
631.70	 17.07	  5.00	 54.00	 31.53	 30.00	 40.00
631.80	 17.05	  5.00	 54.00	 31.52	 30.00	 40.00
631.90	 17.03	  5.00	 54.00	 31.54	 30.00	 40.00
632.00	 17.01	  5.00	 54.00	 31.54	 30.00	 40.00
632.10	 16.99	  5.00	 54.00	 31.50	 30.00	 40.00
632.20	 16.97	  5.00	 54.00	 31.50	 30.00	 40.00
632.30	 16.95	  5.00	 54.00	 31.51	 30.00	 40.00
632.40	 16.94	  5.00	 54.00	 31.50	 30.00	 40.00
632.50	 16.92	  5.00	 54.00	 31.51	 30.00	 40.00
632.60	 16.91	  5.00	 54.00	 31.50	 30.00	 40.00
632.70	 16.89	  5.00	 54.00	 31.51	 30.00	 40.00
632.80	 16.88	  5.00	 54.00	 31.51	 30.00	 40.00
632.90	 16.87	  5.00	 54.00	 31.51	 30.00	 40.00
633.00	 16.86	  5.00	 54.00	 31.52	 30.00	 40.00
633.10	 16.84	  5.00	 54.00	 31.54	 30.00	 40.00
633.20	 16.83	  5.00	 54.00	 31.53	 30.00	 40.00
633.30	 16.83	  5.00	 54.00	 31.54	 30.00	 40.00
633.40	 16.82	  5.00	 54.00	 31.53	 30.00	 40.00
633.50	 16.81	  5.00	 54.00	 31.53	 30.00	 40.00
633.60	 16.81	  5.00	 54.00	 31.55	 30.00	 40.00
633.70	 16.81	  5.00	 54.00	 31.56	 30.00	 40.00
633.80	 16.81	  5.00	 54.00	 31.54	 30.00	 40.00
633.90	 16.82	  5.00	 54.00	 31.53	 30.00	 40.00
634.00	 16.82	  5.00	 54.00	 31.52	 30.00	 40.00
634.10	 16.82	  5.00	 54.00	 31.53	 30.00	 40.00
634.20	 16.82	  5.00	 54.00	 31.53	 30.00	 40.00
634.30	 16.82	  5.00	 54.00	 31.53	 30.00	 40.00
634.40	 16.81	  5.00	 54.00	 31.54	 30.00	 40.00
634.50	 16.81	  5.00	 54.00	 31.54	 30.00	 40.00
634.60	 16.81	  5.00	 54.00	 31.57	 30.00	 40.00
634.70	 16.81	  5.00	 54.00	 31.58	 30.00	 40.00
634.80	 16.81	  5.00	 54.00	 31.57	 30.00	 40.00
634.90	 16.80	  5.00	 54.00	 31.57	 30.00	 40.00
635.00	 16.80	  5.00	 54.00	 31.57	 30.00	 40.00
635.10	 16.79	  5.00	 54.00	 31.54	 30.00	 40.00
635.20	 16.79	  5.00	 54.00	 31.55	 30.00	 40.00
635.30	 16.78	  5.00	 54.00	 31.56	 30.00	 40.00
635.40	 16.77	  5.00	 54.00	 31.57	 30.00	 40.00
635.50	 16.76	  5.00	 54.00	 31.57	 30.00	 40.00
635.60	 16.75	  5.00	 54.00	 31.56	 30.00	 40.00
635.70	 16.74	  5.00	 54.00	 31.55	 30.00	 40.00
635.80	 16.73	  5.00	 54.00	 31.57	 30.00	 40.00
635.90	 16.72	  5.00	 54.00	 31.57	 30.00	 40.00
636.00	 16.71	  5.00	 54.00	 31.57	 30.00	 40.00
636.10	 16.71	  5.00	 54.00	 31.56	 30.00	 40.00
636.20	 16.70	  5.00	 54.00	 31.56	 30.00	 40.00
636.30	 16.69	  5.00	 54.00	 31.58	 30.00	 40.00
636.40	 16.69	  5.00	 54.00	 31.58	 30.00	 40.00
636.50	 16.68	  5.00	 54.00	 31.57	 30.00	 40.00
636.60	 16.68	  5.00	 54.00	 31.56	 30.00	 40.00
636.70	 16.67	  5.00	 54.00	 31.56	 30.00	 40.00
636.80	 16.67	  5.00	 54.00	 31.57	 30.00	 40.00
636.90	 16.67	  5.00	 54.00	 31.57	 30.00	 40.00
637.00	 16.66	  5.00	 54.00	 31.57	 30.00	 40.00
637.10	 16.66	  5.00	 54.00	 31.58	 30.00	 40.00
637.20	 16.66	  5.00	 54.00	 31.58	 30.00	 40.00
637.30	 16.66	  5.00	 54.00	 31.55	 30.00	 40.00
637.40	 16.66	  5.00	 54.00	 31.55	 30.00	 40.00
637.50	 16.66	  5.00	 54.00	 31.56	 30.00	 40.00
637.60	 16.66	  5.00	 54.00	 31.56	 30.00	 40.00
637.70	 16.66	  5.00	 54.00	 31.57	 30.00	 40.00
637.80	 16.66	  5.00	 54.00	 31.58	 30.00	 40.00
637.90	 16.66	  5.00	 54.00	 31.56	 30.00	 40.00
638.00	 16.65	  5.00	 54.00	 31.58	 30.00	 40.00
638.10	 16.65	  5.00	 54.00	 31.58	 30.00	 40.00
638.20	 16.65	  5.00	 54.00	 31.56	 30.00	 40.00
638.30	 16.64	  5.00	 54.00	 31.52	 30.00	 40.00
638.40	 16.64	  5.00	 54.00	 31.52	 30.00	 40.00
638.50	 16.63	  5.00	 54.00	 31.53	 30.00	 40.00
638.60	 16.63	  5.00	 54.00	 31.53	 30.00	 40.00
638.70	 16.63	  5.00	 54.00	 31.53	 30.00	 40.00
638.80	 16.62	  5.00	 54.00	 31.55	 30.00	 40.00
638.90	 16.62	  5.00	 54.00	 31.55	 30.00	 40.00
639.00	 16.61	  5.00	 54.00	 31.55	 30.00	 40.00
639.10	 16.61	  5.00	 54.00	 31.56	 30.00	 40.00
639.20	 16.61	  5.00	 54.00	 31.54	 30.00	 40.00
639.30	 16.60	  5.00	 54.00	 31.54	 30.00	 40.00
639.40	 16.60	  5.00	 54.00	 31.54	 30.00	 40.00
639.50	 16.60	  5.00	 54.00	 31.53	 30.00	 40.00
639.60	 16.60	  5.00	 54.00	 31.53	 30.00	 40.00
639.70	 16.60	  5.00	 54.00	 31.52	 30.00	 40.00
639.80	 16.60	  5.00	 54.00	 31.52	 30.00	 40.00
639.90	 16.60	  5.00	 54.00	 31.53	 30.00	 40.00
640.00	 16.60	  5.00	 54.00	 31.53	 30.00	 40.00
640.10	 16.60	  5.00	 54.00	 31.54	 30.00	 40.00
640.20	 16.60	  5.00	 54.00	 31.56	 30.00	 40.00
640.30	 16.60	  5.00	 54.00	 31.57	 30.00	 40.00
640.40	 16.60	  5.00	 54.00	 31.57	 30.00	 40.00
640.50	 16.60	  5.00	 54.00	 31.57	 30.00	 40.00
640.60	 16.60	  5.00	 54.00	 31.59	 30.00	 40.00
640.70	 16.59	  5.00	 54.00	 31.58	 30.00	 40.00
640.80	 16.59	  5.00	 54.00	 31.57	 30.00	 40.00
640.90	 16.60	  5.00	 54.00	 31.60	 30.00	 40.00
641.00	 16.59	  5.00	 54.00	 31.60	 30.00	 40.00
641.10	 16.59	  5.00	 54.00	 31.60	 30.00	 40.00
641.20	 16.59	  5.00	 54.00	 31.61	 30.00	 40.00
641.30	 16.59	  5.00	 54.00	 31.62	 30.00	 40.00
641.40	 16.59	  5.00	 54.00	 31.62	 30.00	 40.00
641.50	 16.59	  5.00	 54.00	 31.62	 30.00	 40.00
641.60	 16.59	  5.00	 54.00	 31.62	 30.00	 40.00
641.70	 16.59	  5.00	 54.00	 31.66	 30.00	 40.00
641.80	 16.60	  5.00	 54.00	 31.66	 30.00	 40.00
641.90	 16.59	  5.00	 54.00	 31.66	 30.00	 40.00
642.00	 16.59	  5.00	 54.00	 31.65	 30.00	 40.00
642.10	 16.59	  5.00	 54.00	 31.64	 30.00	 40.00
642.20	 16.59	  5.00	 54.00	 31.64	 30.00	 40.00
642.30	 16.59	  5.00	 54.00	 31.65	 30.00	 40.00
642.40	 16.59	  5.00	 54.00	 31.65	 30.00	 40.00
642.50	 16.59	  5.00	 54.00	 31.64	 30.00	 40.00
642.60	 16.59	  5.00	 54.00	 31.62	 30.00	 40.00
642.70	 16.59	  5.00	 54.00	 31.63	 30.00	 40.00
642.80	 16.59	  5.00	 54.00	 31.63	 30.00	 40.00
642.90	 16.59	  5.00	 54.00	 31.61	 30.00	 40.00
643.00	 16.59	  5.00	 54.00	 31.61	 30.00	 40.00
643.10	 16.59	  5.00	 54.00	 31.59	 30.00	 40.00
643.20	 16.59	  5.00	 54.00	 31.61	 30.00	 40.00
643.30	 16.59	  5.00	 54.00	 31.64	 30.00	 40.00
643.40	 16.59	  5.00	 54.00	 31.64	 30.00	 40.00
643.50	 16.59	  5.00	 54.00	 31.66	 30.00	 40.00
643.60	 16.59	  5.00	 54.00	 31.67	 30.00	 40.00
643.70	 16.59	  5.00	 54.00	 31.64	 30.00	 40.00
643.80	 16.59	  5.00	 54.00	 31.65	 30.00	 40.00
643.90	 16.59	  5.00	 54.00	 31.67	 30.00	 40.00
644.00	 16.59	  5.00	 54.00	 31.67	 30.00	 40.00
644.10	 16.59	  5.00	 54.00	 31.65	 30.00	 40.00
644.20	 16.59	  5.00	 54.00	 31.65	 30.00	 40.00
644.30	 16.58	  5.00	 54.00	 31.64	 30.00	 40.00
644.40	 16.58	  5.00	 54.00	 31.64	 30.00	 40.00
644.50	 16.58	  5.00	 54.00	 31.66	 30.00	 40.00
644.60	 16.58	  5.00	 54.00	 31.67	 30.00	 40.00
644.70	 16.58	  5.00	 54.00	 31.69	 30.00	 40.00
644.80	 16.58	  5.00	 54.00	 31.69	 30.00	 40.00
644.90	 16.58	  5.00	 54.00	 31.70	 30.00	 40.00
645.00	 16.58	  5.00	 54.00	 31.71	 30.00	 40.00
645.10	 16.58	  5.00	 54.00	 31.72	 30.00	 40.00
645.20	 16.58	  5.00	 54.00	 31.70	 30.00	 40.00
645.30	 16.58	  5.00	 54.00	 31.65	 30.00	 40.00
645.40	 16.58	  5.00	 54.00	 31.64	 30.00	 40.00
645.50	 16.58	  5.00	 54.00	 31.64	 30.00	 40.00
645.60	 16.58	  5.00	 54.00	 31.64	 30.00	 40.00
645.70	 16.58	  5.00	 54.00	 31.64	 30.00	 40.00
645.80	 16.58	  5.00	 54.00	 31.65	 30.00	 40.00
645.90	 16.57	  5.00	 54.00	 31.63	 30.00	 40.00
646.00	 16.57	  5.00	 54.00	 31.64	 30.00	 40.00
646.10	 16.57	  5.00	 54.00	 31.67	 30.00	 40.00
646.20	 16.57	  5.00	 54.00	 31.64	 30.00	 40.00
646.30	 16.57	  5.00	 54.00	 31.66	 30.00	 40.00
646.40	 16.57	  5.00	 54.00	 31.70	 30.00	 40.00
646.50	 16.57	  5.00	 54.00	 31.69	 30.00	 40.00
646.60	 16.56	  5.00	 54.00	 31.70	 30.00	 40.00
646.70	 16.56	  5.00	 54.00	 31.71	 30.00	 40.00
646.80	 16.56	  5.00	 54.00	 31.75	 30.00	 40.00
646.90	 16.56	  5.00	 54.00	 31.75	 30.00	 40.00
647.00	 16.55	  5.00	 54.00	 31.77	 30.00	 40.00
647.10	 16.55	  5.00	 54.00	 31.76	 30.00	 40.00
647.20	 16.55	  5.00	 54.00	 31.77	 30.00	 40.00
647.30	 16.55	  5.00	 54.00	 31.81	 30.00	 40.00
647.40	 16.55	  5.00	 54.00	 31.81	 30.00	 40.00
647.50	 16.55	  5.00	 54.00	 31.80	 30.00	 40.00
647.60	 16.55	  5.00	 54.00	 31.79	 30.00	 40.00
647.70	 16.55	  5.00	 54.00	 31.83	 30.00	 40.00
647.80	 16.55	  5.00	 54.00	 31.81	 30.00	 40.00
647.90	 16.55	  5.00	 54.00	 31.80	 30.00	 40.00
648.00	 16.55	  5.00	 54.00	 31.78	 30.00	 40.00
648.10	 16.55	  5.00	 54.00	 31.77	 30.00	 40.00
648.20	 16.56	  5.00	 54.00	 31.80	 30.00	 40.00
648.30	 16.56	  5.00	 54.00	 31.79	 30.00	 40.00
648.40	 16.56	  5.00	 54.00	 31.75	 30.00	 40.00
648.50	 16.56	  5.00	 54.00	 31.75	 30.00	 40.00
648.60	 16.56	  5.00	 54.00	 31.75	 30.00	 40.00
648.70	 16.56	  5.00	 54.00	 31.73	 30.00	 40.00
648.80	 16.56	  5.00	 54.00	 31.67	 30.00	 40.00
648.90	 16.56	  5.00	 54.00	 31.67	 30.00	 40.00
649.00	 16.56	  5.00	 54.00	 31.66	 30.00	 40.00
649.10	 16.56	  5.00	 54.00	 31.63	 30.00	 40.00
649.20	 16.57	  5.00	 54.00	 31.64	 30.00	 40.00
649.30	 16.57	  5.00	 54.00	 31.62	 30.00	 40.00
649.40	 16.57	  5.00	 54.00	 31.62	 30.00	 40.00
649.50	 16.57	  5.00	 54.00	 31.64	 30.00	 40.00
649.60	 16.57	  5.00	 54.00	 31.65	 30.00	 40.00
649.70	 16.57	  5.00	 54.00	 31.61	 30.00	 40.00
649.80	 16.57	  5.00	 54.00	 31.62	 30.00	 40.00
649.90	 16.57	  5.00	 54.00	 31.61	 30.00	 40.00
650.00	 16.57	  5.00	 54.00	 31.62	 30.00	 40.00
650.10	 16.57	  5.00	 54.00	 31.61	 30.00	 40.00
650.20	 16.57	  5.00	 54.00	 31.60	 30.00	 40.00
650.30	 16.57	  5.00	 54.00	 31.60	 30.00	 40.00
650.40	 16.57	  5.00	 54.00	 31.61	 30.00	 40.00
650.50	 16.57	  5.00	 54.00	 31.60	 30.00	 40.00
650.60	 16.57	  5.00	 54.00	 31.60	 30.00	 40.00
650.70	 16.57	  5.00	 54.00	 31.61	 30.00	 40.00
650.80	 16.57	  5.00	 54.00	 31.62	 30.00	 40.00
650.90	 16.57	  5.00	 54.00	 31.65	 30.00	 40.00
651.00	 16.57	  5.00	 54.00	 31.65	 30.00	 40.00
651.10	 16.57	  5.00	 54.00	 31.68	 30.00	 40.00
651.20	 16.57	  5.00	 54.00	 31.68	 30.00	 40.00
651.30	 16.57	  5.00	 54.00	 31.68	 30.00	 40.00
651.40	 16.57	  5.00	 54.00	 31.68	 30.00	 40.00
651.50	 16.57	  5.00	 54.00	 31.65	 30.00	 40.00
651.60	 16.57	  5.00	 54.00	 31.65	 30.00	 40.00
651.70	 16.57	  5.00	 54.00	 31.64	 30.00	 40.00
651.80	 16.57	  5.00	 54.00	 31.62	 30.00	 40.00
651.90	 16.57	  5.00	 54.00	 31.64	 30.00	 40.00
652.00	 16.57	  5.00	 54.00	 31.63	 30.00	 40.00
652.10	 16.57	  5.00	 54.00	 31.65	 30.00	 40.00
652.20	 16.57	  5.00	 54.00	 31.66	 30.00	 40.00
652.30	 16.57	  5.00	 54.00	 31.66	 30.00	 40.00
652.40	 16.57	  5.00	 54.00	 31.66	 30.00	 40.00
652.50	 16.57	  5.00	 54.00	 31.65	 30.00	 40.00
652.60	 16.57	  5.00	 54.00	 31.65	 30.00	 40.00
652.70	 16.57	  5.00	 54.00	 31.65	 30.00	 40.00
652.80	 16.57	  5.00	 54.00	 31.68	 30.00	 40.00
652.90	 16.57	  5.00	 54.00	 31.65	 30.00	 40.00
653.00	 16.57	  5.00	 54.00	 31.64	 30.00	 40.00
653.10	 16.57	  5.00	 54.00	 31.64	 30.00	 40.00
