Time(sec)	Level	Setpoint	%Valve Output	Temp.	Setpoint	%Power to Heater
653.20	 16.57	  5.00	 54.00	 31.64	 30.00	 40.00
653.30	 16.56	  5.00	 54.00	 31.64	 30.00	 40.00
653.40	 16.56	  5.00	 54.00	 31.64	 30.00	 40.00
653.50	 16.56	  5.00	 54.00	 31.66	 30.00	 40.00
653.60	 16.56	  5.00	 54.00	 31.64	 30.00	 40.00
653.70	 16.55	  5.00	 54.00	 31.66	 30.00	 40.00
653.80	 16.55	  5.00	 54.00	 31.68	 30.00	 40.00
653.90	 16.55	  5.00	 54.00	 31.68	 30.00	 40.00
654.00	 16.54	  5.00	 54.00	 31.70	 30.00	 40.00
654.10	 16.54	  5.00	 54.00	 31.70	 30.00	 40.00
654.20	 16.53	  5.00	 54.00	 31.70	 30.00	 40.00
654.30	 16.52	  5.00	 54.00	 31.70	 30.00	 40.00
654.40	 16.52	  5.00	 54.00	 31.67	 30.00	 40.00
654.50	 16.52	  5.00	 54.00	 31.70	 30.00	 40.00
654.60	 16.51	  5.00	 54.00	 31.72	 30.00	 40.00
654.70	 16.51	  5.00	 54.00	 31.72	 30.00	 40.00
654.80	 16.51	  5.00	 54.00	 31.69	 30.00	 40.00
654.90	 16.50	  5.00	 54.00	 31.70	 30.00	 40.00
655.00	 16.50	  5.00	 54.00	 31.70	 30.00	 40.00
655.10	 16.49	  5.00	 54.00	 31.70	 30.00	 40.00
655.20	 16.49	  5.00	 54.00	 31.72	 30.00	 40.00
655.30	 16.48	  5.00	 54.00	 31.72	 30.00	 40.00
655.40	 16.48	  5.00	 54.00	 31.75	 30.00	 40.00
655.50	 16.48	  5.00	 54.00	 31.75	 30.00	 40.00
655.60	 16.48	  5.00	 54.00	 31.77	 30.00	 40.00
655.70	 16.47	  5.00	 54.00	 31.77	 30.00	 40.00
655.80	 16.47	  5.00	 54.00	 31.78	 30.00	 40.00
655.90	 16.47	  5.00	 54.00	 31.78	 30.00	 40.00
656.00	 16.47	  5.00	 54.00	 31.77	 30.00	 40.00
656.10	 16.47	  5.00	 54.00	 31.77	 30.00	 40.00
656.20	 16.47	  5.00	 54.00	 31.78	 30.00	 40.00
656.30	 16.47	  5.00	 54.00	 31.74	 30.00	 40.00
656.40	 16.47	  5.00	 54.00	 31.76	 30.00	 40.00
656.50	 16.47	  5.00	 54.00	 31.76	 30.00	 40.00
656.60	 16.47	  5.00	 54.00	 31.72	 30.00	 40.00
656.70	 16.47	  5.00	 54.00	 31.71	 30.00	 40.00
656.80	 16.47	  5.00	 54.00	 31.76	 30.00	 40.00
656.90	 16.47	  5.00	 54.00	 31.77	 30.00	 40.00
657.00	 16.47	  5.00	 54.00	 31.79	 30.00	 40.00
657.10	 16.47	  5.00	 54.00	 31.82	 30.00	 40.00
657.20	 16.47	  5.00	 54.00	 31.81	 30.00	 40.00
657.30	 16.47	  5.00	 54.00	 31.79	 30.00	 40.00
657.40	 16.47	  5.00	 54.00	 31.76	 30.00	 40.00
657.50	 16.47	  5.00	 54.00	 31.76	 30.00	 40.00
657.60	 16.47	  5.00	 54.00	 31.77	 30.00	 40.00
657.70	 16.47	  5.00	 54.00	 31.82	 30.00	 40.00
657.80	 16.47	  5.00	 54.00	 31.81	 30.00	 40.00
657.90	 16.47	  5.00	 54.00	 31.80	 30.00	 40.00
658.00	 16.47	  5.00	 54.00	 31.81	 30.00	 40.00
658.10	 16.48	  5.00	 54.00	 31.81	 30.00	 40.00
658.20	 16.47	  5.00	 54.00	 31.80	 30.00	 40.00
658.30	 16.48	  5.00	 54.00	 31.85	 30.00	 40.00
658.40	 16.48	  5.00	 54.00	 31.85	 30.00	 40.00
658.50	 16.47	  5.00	 54.00	 31.86	 30.00	 40.00
658.60	 16.47	  5.00	 54.00	 31.86	 30.00	 40.00
658.70	 16.47	  5.00	 54.00	 31.84	 30.00	 40.00
658.80	 16.47	  5.00	 54.00	 31.79	 30.00	 40.00
658.90	 16.47	  5.00	 54.00	 31.77	 30.00	 40.00
659.00	 16.47	  5.00	 54.00	 31.75	 30.00	 40.00
659.10	 16.47	  5.00	 54.00	 31.72	 30.00	 40.00
659.20	 16.47	  5.00	 54.00	 31.72	 30.00	 40.00
659.30	 16.47	  5.00	 54.00	 31.74	 30.00	 40.00
659.40	 16.47	  5.00	 54.00	 31.71	 30.00	 40.00
659.50	 16.47	  5.00	 54.00	 31.71	 30.00	 40.00
659.60	 16.47	  5.00	 54.00	 31.71	 30.00	 40.00
659.70	 16.47	  5.00	 54.00	 31.67	 30.00	 40.00
659.80	 16.47	  5.00	 54.00	 31.68	 30.00	 40.00
659.90	 16.47	  5.00	 54.00	 31.70	 30.00	 40.00
660.00	 16.47	  5.00	 54.00	 31.71	 30.00	 40.00
660.10	 16.47	  5.00	 54.00	 31.69	 30.00	 40.00
660.20	 16.47	  5.00	 54.00	 31.67	 30.00	 40.00
660.30	 16.47	  5.00	 54.00	 31.67	 30.00	 40.00
660.40	 16.47	  5.00	 54.00	 31.65	 30.00	 40.00
660.50	 16.47	  5.00	 54.00	 31.67	 30.00	 40.00
660.60	 16.47	  5.00	 54.00	 31.67	 30.00	 40.00
660.70	 16.47	  5.00	 54.00	 31.70	 30.00	 40.00
660.80	 16.47	  5.00	 54.00	 31.70	 30.00	 40.00
660.90	 16.47	  5.00	 54.00	 31.70	 30.00	 40.00
661.00	 16.47	  5.00	 54.00	 31.71	 30.00	 40.00
661.10	 16.47	  5.00	 54.00	 31.70	 30.00	 40.00
661.20	 16.47	  5.00	 54.00	 31.68	 30.00	 40.00
661.30	 16.47	  5.00	 54.00	 31.68	 30.00	 40.00
661.40	 16.47	  5.00	 54.00	 31.73	 30.00	 40.00
661.50	 16.47	  5.00	 54.00	 31.73	 30.00	 40.00
661.60	 16.47	  5.00	 54.00	 31.71	 30.00	 40.00
661.70	 16.47	  5.00	 54.00	 31.71	 30.00	 40.00
661.80	 16.47	  5.00	 54.00	 31.69	 30.00	 40.00
661.90	 16.47	  5.00	 54.00	 31.69	 30.00	 40.00
662.00	 16.47	  5.00	 54.00	 31.69	 30.00	 40.00
662.10	 16.47	  5.00	 54.00	 31.72	 30.00	 40.00
662.20	 16.47	  5.00	 54.00	 31.76	 30.00	 40.00
662.30	 16.47	  5.00	 54.00	 31.73	 30.00	 40.00
662.40	 16.47	  5.00	 54.00	 31.74	 30.00	 40.00
662.50	 16.46	  5.00	 54.00	 31.71	 30.00	 40.00
662.60	 16.46	  5.00	 54.00	 31.71	 30.00	 40.00
662.70	 16.46	  5.00	 54.00	 31.71	 30.00	 40.00
662.80	 16.46	  5.00	 54.00	 31.69	 30.00	 40.00
662.90	 16.46	  5.00	 54.00	 31.70	 30.00	 40.00
663.00	 16.46	  5.00	 54.00	 31.72	 30.00	 40.00
663.10	 16.46	  5.00	 54.00	 31.72	 30.00	 40.00
663.20	 16.46	  5.00	 54.00	 31.71	 30.00	 40.00
663.30	 16.46	  5.00	 54.00	 31.71	 30.00	 40.00
663.40	 16.46	  5.00	 54.00	 31.70	 30.00	 40.00
663.50	 16.46	  5.00	 54.00	 31.70	 30.00	 40.00
663.60	 16.46	  5.00	 54.00	 31.71	 30.00	 40.00
663.70	 16.46	  5.00	 54.00	 31.71	 30.00	 40.00
663.80	 16.46	  5.00	 54.00	 31.71	 30.00	 40.00
663.90	 16.46	  5.00	 54.00	 31.70	 30.00	 40.00
664.00	 16.46	  5.00	 54.00	 31.69	 30.00	 40.00
664.10	 16.46	  5.00	 54.00	 31.69	 30.00	 40.00
664.20	 16.46	  5.00	 54.00	 31.69	 30.00	 40.00
664.30	 16.46	  5.00	 54.00	 31.70	 30.00	 40.00
664.40	 16.46	  5.00	 54.00	 31.67	 30.00	 40.00
664.50	 16.46	  5.00	 54.00	 31.67	 30.00	 40.00
664.60	 16.46	  5.00	 54.00	 31.68	 30.00	 40.00
664.70	 16.46	  5.00	 54.00	 31.68	 30.00	 40.00
664.80	 16.46	  5.00	 54.00	 31.77	 30.00	 40.00
664.90	 16.46	  5.00	 54.00	 31.77	 30.00	 40.00
665.00	 16.46	  5.00	 54.00	 31.73	 30.00	 40.00
665.10	 16.46	  5.00	 54.00	 31.74	 30.00	 40.00
665.20	 16.46	  5.00	 54.00	 31.72	 30.00	 40.00
665.30	 16.46	  5.00	 54.00	 31.72	 30.00	 40.00
665.40	 16.46	  5.00	 54.00	 31.73	 30.00	 40.00
665.50	 16.46	  5.00	 54.00	 31.72	 30.00	 40.00
665.60	 16.46	  5.00	 54.00	 31.73	 30.00	 40.00
665.70	 16.46	  5.00	 54.00	 31.75	 30.00	 40.00
665.80	 16.46	  5.00	 54.00	 31.75	 30.00	 40.00
665.90	 16.46	  5.00	 54.00	 31.75	 30.00	 40.00
666.00	 16.46	  5.00	 54.00	 31.72	 30.00	 40.00
666.10	 16.46	  5.00	 54.00	 31.71	 30.00	 40.00
666.20	 16.46	  5.00	 54.00	 31.75	 30.00	 40.00
666.30	 16.46	  5.00	 54.00	 31.74	 30.00	 40.00
666.40	 16.46	  5.00	 54.00	 31.77	 30.00	 40.00
666.50	 16.46	  5.00	 54.00	 31.78	 30.00	 40.00
666.60	 16.45	  5.00	 54.00	 31.81	 30.00	 40.00
666.70	 16.45	  5.00	 54.00	 31.83	 30.00	 40.00
666.80	 16.45	  5.00	 54.00	 31.75	 30.00	 40.00
666.90	 16.45	  5.00	 54.00	 31.56	 30.00	 40.00
667.00	 16.45	  5.00	 54.00	 31.59	 30.00	 40.00
667.10	 16.45	  5.00	 54.00	 31.59	 30.00	 40.00
667.20	 16.45	  5.00	 54.00	 31.64	 30.00	 40.00
667.30	 16.45	  5.00	 54.00	 31.63	 30.00	 40.00
667.40	 16.45	  5.00	 54.00	 31.63	 30.00	 40.00
667.50	 16.45	  5.00	 54.00	 31.65	 30.00	 40.00
667.60	 16.45	  5.00	 54.00	 31.62	 30.00	 40.00
667.70	 16.44	  5.00	 54.00	 31.62	 30.00	 40.00
667.80	 16.44	  5.00	 54.00	 31.63	 30.00	 40.00
667.90	 16.44	  5.00	 54.00	 31.64	 30.00	 40.00
668.00	 16.44	  5.00	 54.00	 31.66	 30.00	 40.00
668.10	 16.44	  5.00	 54.00	 31.67	 30.00	 40.00
668.20	 16.44	  5.00	 54.00	 31.60	 30.00	 40.00
668.30	 16.43	  5.00	 54.00	 31.61	 30.00	 40.00
668.40	 16.43	  5.00	 54.00	 31.62	 30.00	 40.00
668.50	 16.43	  5.00	 54.00	 31.64	 30.00	 40.00
668.60	 16.42	  5.00	 54.00	 31.60	 30.00	 40.00
668.70	 16.42	  5.00	 54.00	 31.65	 30.00	 40.00
668.80	 16.41	  5.00	 54.00	 31.66	 30.00	 40.00
668.90	 16.41	  5.00	 54.00	 31.85	 30.00	 40.00
669.00	 16.40	  5.00	 54.00	 31.84	 30.00	 40.00
669.10	 16.39	  5.00	 54.00	 31.81	 30.00	 40.00
669.20	 16.39	  5.00	 54.00	 31.80	 30.00	 40.00
669.30	 16.38	  5.00	 54.00	 31.81	 30.00	 40.00
669.40	 16.38	  5.00	 54.00	 31.81	 30.00	 40.00
669.50	 16.38	  5.00	 54.00	 31.81	 30.00	 40.00
669.60	 16.38	  5.00	 54.00	 31.82	 30.00	 40.00
669.70	 16.38	  5.00	 54.00	 31.84	 30.00	 40.00
669.80	 16.37	  5.00	 54.00	 31.80	 30.00	 40.00
669.90	 16.37	  5.00	 54.00	 31.79	 30.00	 40.00
670.00	 16.37	  5.00	 54.00	 31.80	 30.00	 40.00
670.10	 16.37	  5.00	 54.00	 31.79	 30.00	 40.00
670.20	 16.37	  5.00	 54.00	 31.81	 30.00	 40.00
670.30	 16.37	  5.00	 54.00	 31.82	 30.00	 40.00
670.40	 16.38	  5.00	 54.00	 31.82	 30.00	 40.00
670.50	 16.38	  5.00	 54.00	 31.80	 30.00	 40.00
670.60	 16.38	  5.00	 54.00	 31.80	 30.00	 40.00
670.70	 16.38	  5.00	 54.00	 31.71	 30.00	 40.00
670.80	 16.38	  5.00	 54.00	 31.70	 30.00	 40.00
670.90	 16.38	  5.00	 54.00	 31.72	 30.00	 40.00
671.00	 16.38	  5.00	 54.00	 31.72	 30.00	 40.00
671.10	 16.39	  5.00	 54.00	 31.77	 30.00	 40.00
671.20	 16.39	  5.00	 54.00	 31.77	 30.00	 40.00
671.30	 16.39	  5.00	 54.00	 31.77	 30.00	 40.00
671.40	 16.39	  5.00	 54.00	 31.78	 30.00	 40.00
671.50	 16.39	  5.00	 54.00	 31.79	 30.00	 40.00
671.60	 16.39	  5.00	 54.00	 31.78	 30.00	 40.00
671.70	 16.39	  5.00	 54.00	 31.76	 30.00	 40.00
671.80	 16.39	  5.00	 54.00	 31.82	 30.00	 40.00
671.90	 16.39	  5.00	 54.00	 31.80	 30.00	 40.00
672.00	 16.39	  5.00	 54.00	 31.81	 30.00	 40.00
672.10	 16.38	  5.00	 54.00	 31.82	 30.00	 40.00
672.20	 16.38	  5.00	 54.00	 31.81	 30.00	 40.00
672.30	 16.38	  5.00	 54.00	 31.81	 30.00	 40.00
672.40	 16.38	  5.00	 54.00	 31.84	 30.00	 40.00
672.50	 16.38	  5.00	 54.00	 31.84	 30.00	 40.00
672.60	 16.38	  5.00	 54.00	 31.85	 30.00	 40.00
672.70	 16.38	  5.00	 54.00	 31.88	 30.00	 40.00
672.80	 16.38	  5.00	 54.00	 31.89	 30.00	 40.00
672.90	 16.38	  5.00	 54.00	 31.86	 30.00	 40.00
673.00	 16.38	  5.00	 54.00	 31.85	 30.00	 40.00
673.10	 16.38	  5.00	 54.00	 31.82	 30.00	 40.00
673.20	 16.38	  5.00	 54.00	 31.82	 30.00	 40.00
673.30	 16.38	  5.00	 54.00	 31.81	 30.00	 40.00
673.40	 16.39	  5.00	 54.00	 31.79	 30.00	 40.00
673.50	 16.39	  5.00	 54.00	 31.78	 30.00	 40.00
673.60	 16.39	  5.00	 54.00	 31.78	 30.00	 40.00
673.70	 16.39	  5.00	 54.00	 31.77	 30.00	 40.00
673.80	 16.39	  5.00	 54.00	 31.75	 30.00	 40.00
673.90	 16.39	  5.00	 54.00	 31.76	 30.00	 40.00
674.00	 16.39	  5.00	 54.00	 31.83	 30.00	 40.00
674.10	 16.39	  5.00	 54.00	 31.84	 30.00	 40.00
674.20	 16.39	  5.00	 54.00	 31.84	 30.00	 40.00
674.30	 16.39	  5.00	 54.00	 31.83	 30.00	 40.00
674.40	 16.39	  5.00	 54.00	 31.81	 30.00	 40.00
674.50	 16.39	  5.00	 54.00	 31.81	 30.00	 40.00
674.60	 16.39	  5.00	 54.00	 31.79	 30.00	 40.00
674.70	 16.39	  5.00	 54.00	 31.83	 30.00	 40.00
674.80	 16.39	  5.00	 54.00	 31.82	 30.00	 40.00
674.90	 16.39	  5.00	 54.00	 31.85	 30.00	 40.00
675.00	 16.39	  5.00	 54.00	 31.84	 30.00	 40.00
675.10	 16.40	  5.00	 54.00	 31.84	 30.00	 40.00
675.20	 16.40	  5.00	 54.00	 31.83	 30.00	 40.00
675.30	 16.40	  5.00	 54.00	 31.84	 30.00	 40.00
675.40	 16.40	  5.00	 54.00	 31.84	 30.00	 40.00
675.50	 16.40	  5.00	 54.00	 31.84	 30.00	 40.00
675.60	 16.40	  5.00	 54.00	 31.83	 30.00	 40.00
675.70	 16.40	  5.00	 54.00	 31.82	 30.00	 40.00
675.80	 16.40	  5.00	 54.00	 31.82	 30.00	 40.00
675.90	 16.40	  5.00	 54.00	 31.82	 30.00	 40.00
676.00	 16.40	  5.00	 54.00	 31.73	 30.00	 40.00
676.10	 16.40	  5.00	 54.00	 31.71	 30.00	 40.00
676.20	 16.40	  5.00	 54.00	 31.70	 30.00	 40.00
676.30	 16.40	  5.00	 54.00	 31.73	 30.00	 40.00
676.40	 16.40	  5.00	 54.00	 31.73	 30.00	 40.00
676.50	 16.40	  5.00	 54.00	 31.73	 30.00	 40.00
676.60	 16.40	  5.00	 54.00	 31.72	 30.00	 40.00
676.70	 16.40	  5.00	 54.00	 31.69	 30.00	 40.00
676.80	 16.40	  5.00	 54.00	 31.69	 30.00	 40.00
676.90	 16.40	  5.00	 54.00	 31.67	 30.00	 40.00
677.00	 16.40	  5.00	 54.00	 31.70	 30.00	 40.00
677.10	 16.40	  5.00	 54.00	 31.70	 30.00	 40.00
677.20	 16.40	  5.00	 54.00	 31.71	 30.00	 40.00
677.30	 16.40	  5.00	 54.00	 31.71	 30.00	 40.00
677.40	 16.40	  5.00	 54.00	 31.72	 30.00	 40.00
677.50	 16.40	  5.00	 54.00	 31.72	 30.00	 40.00
677.60	 16.40	  5.00	 54.00	 31.74	 30.00	 40.00
677.70	 16.40	  5.00	 54.00	 31.75	 30.00	 40.00
677.80	 16.40	  5.00	 54.00	 31.76	 30.00	 40.00
677.90	 16.40	  5.00	 54.00	 31.78	 30.00	 40.00
678.00	 16.40	  5.00	 54.00	 31.77	 30.00	 40.00
678.10	 16.40	  5.00	 54.00	 31.78	 30.00	 40.00
678.20	 16.40	  5.00	 54.00	 31.78	 30.00	 40.00
678.30	 16.40	  5.00	 54.00	 31.77	 30.00	 40.00
678.40	 16.40	  5.00	 54.00	 31.75	 30.00	 40.00
678.50	 16.40	  5.00	 54.00	 31.75	 30.00	 40.00
678.60	 16.40	  5.00	 54.00	 31.78	 30.00	 40.00
678.70	 16.40	  5.00	 54.00	 31.78	 30.00	 40.00
678.80	 16.40	  5.00	 54.00	 31.78	 30.00	 40.00
678.90	 16.40	  5.00	 54.00	 31.78	 30.00	 40.00
679.00	 16.40	  5.00	 54.00	 31.80	 30.00	 40.00
679.10	 16.41	  5.00	 54.00	 31.79	 30.00	 40.00
679.20	 16.41	  5.00	 54.00	 31.78	 30.00	 40.00
679.30	 16.41	  5.00	 54.00	 31.79	 30.00	 40.00
679.40	 16.41	  5.00	 54.00	 31.78	 30.00	 40.00
679.50	 16.40	  5.00	 54.00	 31.79	 30.00	 40.00
679.60	 16.40	  5.00	 54.00	 31.78	 30.00	 40.00
679.70	 16.41	  5.00	 54.00	 31.78	 30.00	 40.00
679.80	 16.41	  5.00	 54.00	 31.78	 30.00	 40.00
679.90	 16.41	  5.00	 54.00	 31.77	 30.00	 40.00
680.00	 16.41	  5.00	 54.00	 31.76	 30.00	 40.00
680.10	 16.41	  5.00	 54.00	 31.79	 30.00	 40.00
680.20	 16.41	  5.00	 54.00	 31.80	 30.00	 40.00
680.30	 16.41	  5.00	 54.00	 31.80	 30.00	 40.00
680.40	 16.41	  5.00	 54.00	 31.82	 30.00	 40.00
680.50	 16.41	  5.00	 54.00	 31.83	 30.00	 40.00
680.60	 16.41	  5.00	 54.00	 31.83	 30.00	 40.00
680.70	 16.42	  5.00	 54.00	 31.79	 30.00	 40.00
680.80	 16.42	  5.00	 54.00	 31.79	 30.00	 40.00
680.90	 16.42	  5.00	 54.00	 31.79	 30.00	 40.00
681.00	 16.42	  5.00	 54.00	 31.78	 30.00	 40.00
681.10	 16.42	  5.00	 54.00	 31.79	 30.00	 40.00
681.20	 16.43	  5.00	 54.00	 31.79	 30.00	 40.00
681.30	 16.43	  5.00	 54.00	 31.79	 30.00	 40.00
681.40	 16.44	  5.00	 54.00	 31.76	 30.00	 40.00
681.50	 16.44	  5.00	 54.00	 31.79	 30.00	 40.00
681.60	 16.45	  5.00	 54.00	 31.78	 30.00	 40.00
681.70	 16.46	  5.00	 54.00	 31.78	 30.00	 40.00
681.80	 16.47	  5.00	 54.00	 31.78	 30.00	 40.00
681.90	 16.47	  5.00	 54.00	 31.77	 30.00	 40.00
682.00	 16.48	  5.00	 54.00	 31.79	 30.00	 40.00
682.10	 16.49	  5.00	 54.00	 31.76	 30.00	 40.00
682.20	 16.50	  5.00	 54.00	 31.73	 30.00	 40.00
682.30	 16.51	  5.00	 54.00	 31.73	 30.00	 40.00
682.40	 16.52	  5.00	 54.00	 31.75	 30.00	 40.00
682.50	 16.52	  5.00	 54.00	 31.73	 30.00	 40.00
682.60	 16.53	  5.00	 54.00	 31.74	 30.00	 40.00
682.70	 16.53	  5.00	 54.00	 31.75	 30.00	 40.00
682.80	 16.53	  5.00	 54.00	 31.79	 30.00	 40.00
682.90	 16.54	  5.00	 54.00	 31.79	 30.00	 40.00
683.00	 16.54	  5.00	 54.00	 31.79	 30.00	 40.00
683.10	 16.54	  5.00	 54.00	 31.78	 30.00	 40.00
683.20	 16.54	  5.00	 54.00	 31.80	 30.00	 40.00
683.30	 16.54	  5.00	 54.00	 31.81	 30.00	 40.00
683.40	 16.54	  5.00	 54.00	 31.84	 30.00	 40.00
683.50	 16.54	  5.00	 54.00	 31.80	 30.00	 40.00
683.60	 16.54	  5.00	 54.00	 31.80	 30.00	 40.00
683.70	 16.53	  5.00	 54.00	 31.78	 30.00	 40.00
683.80	 16.53	  5.00	 54.00	 31.78	 30.00	 40.00
683.90	 16.52	  5.00	 54.00	 31.80	 30.00	 40.00
684.00	 16.52	  5.00	 54.00	 31.80	 30.00	 40.00
684.10	 16.51	  5.00	 54.00	 31.79	 30.00	 40.00
684.20	 16.51	  5.00	 54.00	 31.79	 30.00	 40.00
684.30	 16.50	  5.00	 54.00	 31.79	 30.00	 40.00
684.40	 16.50	  5.00	 54.00	 31.77	 30.00	 40.00
684.50	 16.50	  5.00	 54.00	 31.78	 30.00	 40.00
684.60	 16.50	  5.00	 54.00	 31.77	 30.00	 40.00
684.70	 16.50	  5.00	 54.00	 31.79	 30.00	 40.00
684.80	 16.50	  5.00	 54.00	 31.75	 30.00	 40.00
684.90	 16.50	  5.00	 54.00	 31.75	 30.00	 40.00
685.00	 16.50	  5.00	 54.00	 31.74	 30.00	 40.00
685.10	 16.50	  5.00	 54.00	 31.75	 30.00	 40.00
685.20	 16.50	  5.00	 54.00	 31.72	 30.00	 40.00
685.30	 16.50	  5.00	 54.00	 31.71	 30.00	 40.00
685.40	 16.50	  5.00	 54.00	 31.70	 30.00	 40.00
685.50	 16.50	  5.00	 54.00	 31.71	 30.00	 40.00
685.60	 16.50	  5.00	 54.00	 31.70	 30.00	 40.00
685.70	 16.50	  5.00	 54.00	 31.73	 30.00	 40.00
685.80	 16.50	  5.00	 54.00	 31.73	 30.00	 40.00
685.90	 16.50	  5.00	 54.00	 31.71	 30.00	 40.00
686.00	 16.51	  5.00	 54.00	 31.72	 30.00	 40.00
686.10	 16.51	  5.00	 54.00	 31.71	 30.00	 40.00
686.20	 16.51	  5.00	 54.00	 31.73	 30.00	 40.00
686.30	 16.51	  5.00	 54.00	 31.73	 30.00	 40.00
686.40	 16.50	  5.00	 54.00	 31.71	 30.00	 40.00
686.50	 16.50	  5.00	 54.00	 31.70	 30.00	 40.00
686.60	 16.50	  5.00	 54.00	 31.69	 30.00	 40.00
686.70	 16.50	  5.00	 54.00	 31.72	 30.00	 40.00
686.80	 16.50	  5.00	 54.00	 31.74	 30.00	 40.00
686.90	 16.50	  5.00	 54.00	 31.73	 30.00	 40.00
687.00	 16.50	  5.00	 54.00	 31.75	 30.00	 40.00
687.10	 16.50	  5.00	 54.00	 31.76	 30.00	 40.00
687.20	 16.50	  5.00	 54.00	 31.76	 30.00	 40.00
687.30	 16.50	  5.00	 54.00	 31.77	 30.00	 40.00
687.40	 16.50	  5.00	 54.00	 31.77	 30.00	 40.00
687.50	 16.50	  5.00	 54.00	 31.77	 30.00	 40.00
687.60	 16.50	  5.00	 54.00	 31.76	 30.00	 40.00
687.70	 16.50	  5.00	 54.00	 31.75	 30.00	 40.00
687.80	 16.50	  5.00	 54.00	 31.75	 30.00	 40.00
687.90	 16.50	  5.00	 54.00	 31.73	 30.00	 40.00
688.00	 16.50	  5.00	 54.00	 31.72	 30.00	 40.00
688.10	 16.50	  5.00	 54.00	 31.73	 30.00	 40.00
688.20	 16.50	  5.00	 54.00	 31.73	 30.00	 40.00
688.30	 16.50	  5.00	 54.00	 31.74	 30.00	 40.00
688.40	 16.51	  5.00	 54.00	 31.76	 30.00	 40.00
688.50	 16.51	  5.00	 54.00	 31.77	 30.00	 40.00
688.60	 16.51	  5.00	 54.00	 31.78	 30.00	 40.00
688.70	 16.51	  5.00	 54.00	 31.74	 30.00	 40.00
688.80	 16.51	  5.00	 54.00	 31.73	 30.00	 40.00
688.90	 16.51	  5.00	 54.00	 31.75	 30.00	 40.00
689.00	 16.51	  5.00	 54.00	 31.73	 30.00	 40.00
689.10	 16.51	  5.00	 54.00	 31.72	 30.00	 40.00
689.20	 16.51	  5.00	 54.00	 31.72	 30.00	 40.00
689.30	 16.51	  5.00	 54.00	 31.72	 30.00	 40.00
689.40	 16.52	  5.00	 54.00	 31.68	 30.00	 40.00
689.50	 16.52	  5.00	 54.00	 31.68	 30.00	 40.00
689.60	 16.52	  5.00	 54.00	 31.70	 30.00	 40.00
689.70	 16.52	  5.00	 54.00	 31.70	 30.00	 40.00
689.80	 16.52	  5.00	 54.00	 31.71	 30.00	 40.00
689.90	 16.52	  5.00	 54.00	 31.72	 30.00	 40.00
690.00	 16.56	  5.00	 54.00	 31.72	 30.00	 40.00
690.10	 16.56	  5.00	 54.00	 31.73	 30.00	 40.00
690.20	 16.56	  5.00	 54.00	 31.72	 30.00	 40.00
690.30	 16.56	  5.00	 54.00	 31.71	 30.00	 40.00
690.40	 16.57	  5.00	 54.00	 31.71	 30.00	 40.00
690.50	 16.57	  5.00	 54.00	 31.70	 30.00	 40.00
690.60	 16.60	  5.00	 54.00	 31.70	 30.00	 40.00
690.70	 16.60	  5.00	 54.00	 31.70	 30.00	 40.00
690.80	 16.60	  5.00	 54.00	 31.71	 30.00	 40.00
690.90	 16.60	  5.00	 54.00	 31.68	 30.00	 40.00
691.00	 16.60	  5.00	 54.00	 31.68	 30.00	 40.00
691.10	 16.61	  5.00	 54.00	 31.66	 30.00	 40.00
691.20	 16.61	  5.00	 54.00	 31.66	 30.00	 40.00
691.30	 16.61	  5.00	 54.00	 31.65	 30.00	 40.00
691.40	 16.61	  5.00	 54.00	 31.70	 30.00	 40.00
691.50	 16.61	  5.00	 54.00	 31.71	 30.00	 40.00
691.60	 16.62	  5.00	 54.00	 31.70	 30.00	 40.00
691.70	 16.62	  5.00	 54.00	 31.70	 30.00	 40.00
691.80	 16.62	  5.00	 54.00	 31.69	 30.00	 40.00
691.90	 16.62	  5.00	 54.00	 31.66	 30.00	 40.00
692.00	 16.59	  5.00	 54.00	 31.65	 30.00	 40.00
692.10	 16.59	  5.00	 54.00	 31.65	 30.00	 40.00
692.20	 16.59	  5.00	 54.00	 31.65	 30.00	 40.00
692.30	 16.59	  5.00	 54.00	 31.66	 30.00	 40.00
692.40	 16.59	  5.00	 54.00	 31.66	 30.00	 40.00
692.50	 16.59	  5.00	 54.00	 31.66	 30.00	 40.00
692.60	 16.57	  5.00	 54.00	 31.66	 30.00	 40.00
692.70	 16.63	  5.00	 54.00	 31.66	 30.00	 40.00
692.80	 16.63	  5.00	 54.00	 31.65	 30.00	 40.00
692.90	 16.63	  5.00	 54.00	 31.65	 30.00	 40.00
693.00	 16.63	  5.00	 54.00	 31.61	 30.00	 40.00
693.10	 16.63	  5.00	 54.00	 31.62	 30.00	 40.00
693.20	 16.63	  5.00	 54.00	 31.62	 30.00	 40.00
693.30	 16.63	  5.00	 54.00	 31.62	 30.00	 40.00
693.40	 16.63	  5.00	 54.00	 31.60	 30.00	 40.00
693.50	 16.63	  5.00	 54.00	 31.60	 30.00	 40.00
693.60	 16.63	  5.00	 54.00	 31.57	 30.00	 40.00
693.70	 16.63	  5.00	 54.00	 31.57	 30.00	 40.00
693.80	 16.63	  5.00	 54.00	 31.58	 30.00	 40.00
693.90	 16.63	  5.00	 54.00	 31.57	 30.00	 40.00
694.00	 16.63	  5.00	 54.00	 31.57	 30.00	 40.00
694.10	 16.63	  5.00	 54.00	 31.58	 30.00	 40.00
